職缺標題,公司名稱,職務類別,工作待遇,上班地點,工作內容,語文條件,擅長工具要求,工作技能,其他條件,職缺網址
【數位驅動】數據營運工程師(SRE)_I00006681,國泰世華商業銀行股份有限公司_人力資源部,軟體工程師、資料庫管理人員、系統工程師,40000.0,台北市信義區,"1. 數據服務OKD平台維運、監控及管理。 
2. 資料處理流程自動化程式開發及監控，並建立緊急狀況處理標準作業流程SOP。 
3. 協助數據應用場景高可用部署、備份/還原及故障排除。
4. 當負責之數據服務被設定為""不能中斷""之服務等級，則需配合維運團隊於非上班時段on call以便即時處理問題，確保服務穩定。",不拘,PostgreSQL、Github、Git、Mac OS、Python、Linux,壓力測試(stress test)、軟體程式設計、結構化程式設計、使用者測試(Usability test)、測試環境建置規劃、軟體工程系統開發、軟體整合測試、問題追蹤處理(Bug tracking)、軟體品質與保證、測試計劃及測試報告書撰寫、功能測試(function test),"1. 一年以上 DevOps / SRE 相關工作經驗，具良好溝通能力，具細心與耐心。
2. 高度學習心，願意接受相關培訓。 
3. 熟悉Linux 作業系統。
4. 了解容器化 (Container) 技術 (eg: Docker)。 
5. 曾使用過 Kubernetes 在正式環境者尤佳。 
6. 曾部署或設定過監控系統 (Monitoring System) 者尤佳, 包含如: Nagios, Zabbix, Prometheus, Grafana, datadog, ELK 等各種監控方案 
7. 了解任一種腳本語言 (scripting language)尤佳。 ",https://www.104.com.tw/job/8a38v?jobsource=index_s
"Senior Software Engineer, Python/Go (Data+Backend) 資深數據工程師",KRONOS_麒點科技有限公司,資料庫管理人員、軟體工程師、演算法工程師,40000.0,台北市內湖區瑞光路333號A棟15樓(捷運港墘站1號出口) (距捷運港墘站約340公尺),"【投遞方式】 此處不收履歷，欲投遞履歷、查看薪資範圍請至 job board : https://grnh.se/8104f9ea3us

Job Description

We are currently looking for a veteran software engineer to join us as a Senior Software Engineer to take over and improve upon our existing data pipelines. As a Software Engineer at Kronos, you will have the opportunity to learn about how data drives success in the heart of the quantitative trading industry. Successful candidates should have experience in constructing large-scale systems and data processing pipelines, utilizing both on-premise and cloud-based technologies.

Responsibilities

-Design, build, and maintain all domain-related data pipelines & data warehouses and optimize existing pipelines
-Develop solutions to easily import and integrate data from 3rd party data vendors and exchange private endpoints into our existing data inventory
-Deploy and manage the daily operation of our market data loggers and ensure data is stored efficiently and securely across cloud and on-premise solutions (S3/NAS/DFS)
-Work closely with the Infra team and quant researchers to understand data needs. Set up and maintain data pipelines that prepare raw market data for machine learning research and simulations
-Design and develop tools and interfaces that improve quality, integrity, and availability for all of our data","[{'Language': '英文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",C、C++、Java、Python、Go、ETL、AWS,不拘,"Qualifications

-Bachelor’s degree in Computer Science, Mathematics, Machine Learning, or related field
-5+ years of relevant industry experience
-Excellent problem-solving and analytical skills, with a focus on identifying and addressing complex data engineering challenges
-Strong experience in designing and developing scalable cloud-native software solutions, utilizing cloud technologies (e.g., AWS, Azure, GCP) for data storage, processing, and analytics
-Proven track record in constructing large-scale systems and data processing pipelines
-Strong written and verbal communication skills
-English resume acceptable only


Preferred Qualifications

-Have expertise in data modeling and database design principles
-Have a solid foundation in programming languages such as C/C++/Go/Java/Python
-Strong knowledge of building and maintaining data pipelines


Interview Process

1. Coding assessment (via Codility)
2. Manager & HR interview
3. Technical interview",https://www.104.com.tw/job/7cwhr?jobsource=index_s
D4000 Java後端工程師(AI),富邦媒體科技股份有限公司(富邦momo),數據分析師、軟體工程師、演算法工程師,40000.0,台北市內湖區洲子街96號(依照公司規定分派),"【工作內容】
1、發展智能客服系統及實作應用
2、優化智能客服增加chatbot回應準確度
3、智能客服數據分析與模型演算
4、協作開發新客服系統之核心模組
5、想尋找想要同步發展應用程式開發及數據分析演算的 π 型人。

【必要條件】
1.AI模型訓練：設計語言編碼可用Python、JavaScript、Buy…等，建立SQL查詢，編寫shell命令和進行系統設計。
2.Java專業知識： 深入了解並有豐富經驗在使用Java進行後端開發。
3.系統設計與架構： 在系統設計和架構方面具有豐富經驗，能夠開發高效、可擴展的後端系統。
4.數據庫技能： 熟練於關聯式和非關聯式及向量資料庫的建置及優化，如Oracle/PostgreSQL/MySQL/Redis/MongoDB等。
5.API開發經驗： 經驗豐富於RESTful API或GraphQL API的開發。
6.性能優化： 能夠進行代碼和系統性能優化。
7.團隊合作能力： 良好的團隊合作和溝通能力，能夠與不同團隊成員有效合作。
8.問題解決技能： 強大的分析能力和解決問題的能力。

【加分條件】
1.人工智慧ai/智能客服/ai應答…等系統相關開發經驗。
2.敏捷開發經驗：熟悉敏捷開發流程和工作方法。
3.有演算法套件開發或建置大型語言模型或LLM API介接經驗尤佳。
4.對AI及LLM有興趣發展者
5.系統前後台建置經驗

***資深者職稱及薪資面試時另議***",不拘,Java、Python、MySQL、PostgreSQL,不拘,* 如經面試錄取後，報到時須繳交「體格檢查表(一般)」，請於報到前自行至醫療機構辦理體檢 *,https://www.104.com.tw/job/8avnl?jobsource=index_s
"資料科學工程師 （Data Science R&D）雲原生平台產品開發 - 資料科學研發 (數數發中心, DDT)_I00015788",國泰金控_國泰金融控股股份有限公司,資料工程師、其他資訊專業人員、系統工程師,40000.0,台北市信義區,"隸屬於國泰金控下的資料科學實驗室 Cathay Data Lab Team，實驗室的使命是研究先端的資料科學與人工智慧技術，落地在國泰場景提升資料應用價值。 身為一名資料科學家與研究者，你必須適應 Cathay Data Lab Team 以下文化：

樂於互相分享，善於互相學習
主動發現問題，主動解決問題
討論風氣興盛，沒有階級之分

Lab Team 正在尋找優秀的 Kubernetes 的專家，該職位將負責Kubernetes、KubeFlow相關創新技術研究開發及概念性驗證，職務內容包括：

Kubernetes、KubeFlow 及 Hadoop 生態系等相關創新技術研究
基於 K8s 及 KubeFlow 技術，研發創新產品
基於 K8s 及 KubeFlow 技術，參與專案開發
數據平台及數據工程相關產品開發（設計/開發/測試），推廣及後續維護


**請協助於以下國泰金控連結投遞履歷，可讓我們審閱履歷上更快速喔！**
投遞連結：https://recruit.cathayholdings.com/CathaybkHR/servlet/HttpDispatcher/EZA0_0320/jobDetail?applFormNo=I00015788",不拘,Linux、UML、Github、Git、Python、ANSI SQL、Data Modeling、ETL、MS SQL、PostgreSQL、hadoop、AWS、XML、Node.js、ArcGis、GIS、Data Architect、Hive、Teradata,伺服器網站管理維護、作業系統基本操作、軟體工程系統開發、功能測試(function test)、問題追蹤處理(Bug tracking)、軟體整合測試、測試環境建置規劃、壓力測試(stress test)、測試計劃及測試報告書撰寫、軟體程式設計、結構化程式設計、資料庫系統管理維護,"必要條件：
具備 Kubernetes 及 container 相關經驗
具備 Linux 系統的基礎知識及經驗
具備資料庫語法及操作資料庫的基礎知識及經驗
對 Python 之軟體開發或數據處理有興趣經驗
對大數據處理/數據工程有興趣


加分條件：
熟悉 Kubernetes 或 Openshift 並有服務開發經驗
熟悉 Python 之軟體開發或數據處理
熟悉分散式 cluster 服務，如 Hadoop、ELK 、MongoDB 或 Redis 等
熟悉大數據資料處理及儲存，如 Spark、Yarn、Hive 或 HBase等
具備軟體產品開發經驗
具備大量數據處理經驗
具備基本機器學習或深度學習相關知識
具備程式測試經驗，如單元測試、整合測試
具備 Vue 3+ 或者 ReactJS 使用經驗
具備 Figma 使用經驗
具備版控軟體使用經驗",https://www.104.com.tw/job/87vo6?jobsource=index_s
資料工程師,翰霖科技資訊股份有限公司,資料工程師,40000.0,台北市中正區,"【必要技能】

☑️ 負責TeraData資料庫遷移
☑️ 具備系統設計經驗3年以上經驗
☑️ 具備系統流程整合能力 MS Synapse、SQL server procedure 
☑️ 具備1年系統流程整合能力Azure資料管線開發經驗
☑️ 熟悉.Net相關技術",不拘,不拘,不拘,,https://www.104.com.tw/job/8csqc?jobsource=index_s
UX研究員 (UX Researcher),彼爾科技有限公司,網站行銷企劃、演算法工程師、數據分析師,40000.0,台北市南港區三重路19之2號12樓 (距捷運南港軟體園區站約280公尺),"我們正在尋找一位有熱情且富有經驗的UX研究員，來加入我們的用戶體驗（UX）團隊。此職位需要在用戶研究和數據分析方面具有深厚背景的專業人士，能夠熟練運用質性和量性研究方法，並通過數據分析為產品改進提供洞察和建議。候選人需具備良好的英文溝通能力，並能在團隊合作和跨部門協作中保持積極向上的態度。

職責範圍：
1. 用戶研究：
• 設計並執行用戶研究計劃，包括競品調研或和易用性測試。
• 分析研究結果，提取關鍵見解，並提出可操作的改進建議。
• 與產品和設計團隊合作，將研究發現轉化為具體的產品改進策略。
2. 數據分析：
• 利用GA（Google Analytics）、Piwik或其他類似平台進行數據分析，追蹤和評估用戶行為和產品性能。
• 將數據與質量化調研結果結合，提供全面的用戶體驗洞察。
• 協助新增或修改追蹤文件，並確保每次開發上線時的數據品質
3. 報告與溝通：
• 撰寫並呈現詳細的用戶研究報告，向相關利益相關者溝通研究結果和建議。
• 在跨部門會議中有效地表達研究發現和洞察，推動基於數據的決策。
4. 持續改進：
• 持續關注市場趨勢和用戶需求，定期更新和改進研究方法。
• 提供創新建議，推動產品和用戶體驗的持續改進。

Responsibilities:
1. User Research:
• Design and execute user research plans, including competitive analysis and usability testing.
• Analyze research results, extract key insights, and provide actionable improvement recommendations.
• Collaborate with product and design teams to translate research findings into specific product improvement strategies.
2. Data Analysis:
• Conduct data analysis using GA (Google Analytics), Piwik, or other similar platforms to track and evaluate user behavior and product performance.
• Combine quantitative data with qualitative research findings to provide comprehensive user experience insights.
• Assist in adding or modifying tracking files and ensure data quality during each development release.
3. Reporting and Communication:
• Write and present detailed user research reports, communicating research findings and recommendations to relevant stakeholders.
• Effectively express research findings and insights in cross-departmental meetings, promoting data-driven decisions.
4. Continuous Improvement:
• Continuously monitor market trends and user needs, regularly updating and improving research methods.
• Provide innovative suggestions to drive ongoing product and user experience improvements.","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Google Analytics,不拘,"任職資格：
• 相關領域本科及以上學歷，具有2年以上UX研究經驗。
• 熟練掌握質量化和量化研究方法，能獨立進行調研項目。
• 精通GA、Piwik或類似的數據分析平台。
• 良好的英文書面和口頭表達能力，能夠進行專業的報告和演示。
• 良好的團隊合作精神和溝通能力。
• 積極主動，具備強大的問題解決能力和創新思維。

如果你符合以上條件，並希望在一個充滿挑戰和機遇的環境中發揮你的才能，我們誠摯地邀請你加入我們的團隊！

Qualifications:

• Bachelor’s degree or higher in a relevant field, with at least 2 years of UX research experience.
• Proficient in qualitative and quantitative research methods, capable of independently conducting research projects.
• Expertise in GA, Piwik, or similar data analytics platforms.
• Good written and verbal English communication skills, capable of professional reporting and presentations.
• Strong team collaboration and communication skills.
• Proactive, with excellent problem-solving abilities and innovative thinking.

If you meet the above qualifications and wish to contribute your talents in a challenging and rewarding environment, we sincerely invite you to join our team!",https://www.104.com.tw/job/8cazu?jobsource=index_s
【THE LADYWORE】數據分析師,THE LADYWORE_力啟服飾開發有限公司,數據分析師、資料工程師、統計學研究員,40000.0,台北市大同區承德路一段44號6樓 (距捷運中山站約380公尺),"1、進行調查數據的彙整，分析調查數據與繪製統計圖表，並撰寫分析建議報告。
2、進行資料收集、標籤定義與數據清理。 
3、分析企業統計數據（如：營業額、銷售量、客戶數等，預測與追蹤市場和銷售的趨勢）。
4、數據視覺化報表產出，製作相關簡報。 
5、依據分析需求，進行資料數據分析與邏輯運算作業。
6、使用各種統計和 AI 工具對大數據進行分析，為業務決策提供見解和建議。
7、負責歸納和整規化資料，確保數據的一致性和準確性；建構和維護數據中台，為不同部門和專案提供可靠的數據服務。","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '中等', 'Write': '略懂'}]",Excel、PowerPoint、Word,報表彙整與管理、專案規劃執行╱範圍管理、財務及營業分析、數據分析、企業資源規劃管理(ERP)、商業智慧,"1.具有服飾品零售業經歷尤佳。
2.具備專案管理經驗尤佳。
3.對服飾品零售業及數據分析有熱情尤佳。",https://www.104.com.tw/job/8c6uz?jobsource=index_s
數據專案經理【明基BenQ雲端創新中心】,明基電通股份有限公司,數據分析師、資料科學家、資料工程師,40000.0,台北市內湖區基湖路16號 (距捷運西湖站約290公尺),"As a data project manager in BenQ Cloud Innovation Center data team, you will be the gate keeper for data analytics or machine learning projects. To secure the project value and delivered on time with precise technical solution are the main task. You will work with talented data scientists/analysts/engineers and the Marcom teams or the global sales teams to discover insights of BenQ and Zowie websites. Business projects consolidated by several high tech methodologies will be the most exciting part. Take the challenge and join us now! 

Job Description: 
1. Google Marketing Platform (GA4/GTM) management and communication to global users.
2. Project management for marcom data projects.
3. Vendor management (Tableau, Google services, Supermetrics etc.).",不拘,PowerPoint、Tableau,不拘,"Skill Sets:
1. At least 2 years SW project management experience.
2. Experience of Google Ads and Facebook ads.
3. Experience of Google Analytics 4. (GAIQ is must)
4. Budget and multi-task schedule control.
5. Excellent communication and problem-solving skills.
6. Experience in using Tableau or other visualization tools.
7. Basic knowledge of data governance .

Nice to have:
1. Basic knowledge of Python, SQL.
2. Basic knowledge of Google Analytics, Google Firebase.
3. Basic knowledge of GCP, AWS.",https://www.104.com.tw/job/883n7?jobsource=index_s
財富金融處-數據工程師,永豐商業銀行股份有限公司,演算法工程師、統計學研究員、應用科學研究員,40000.0,台北市中山區南京東路3段36號 (距捷運大直站約440公尺),"1. 數據介接、清洗、處理及加工
2. 利用機器學習、深度學習或統計分析模型等技術建置模型及調參
3. 配合數位產品發展目標，開發可落地實用之模型及演算法","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"擅長工具：
    1. Python
    2. SQL
    3. Tensorflow
1. 具 Javascipt 或 Hadoop 能力者加分。
2. 具時間序列分析、自然語言處理、社群網絡分析或其他數據分析或演算法技術開發與實作經驗者優先。
3. 具深度學習模型建構與 Kaggle 實戰經驗者尤佳。",https://www.104.com.tw/job/882hu?jobsource=index_s
數據分析師,鈕酷樂股份有限公司,數據分析師、資料科學家、資料工程師,41000.0,台北市大安區忠孝東路,"工作內容
1.處理與分析觀光產業及遊客行為等數據，並與數據團隊合作，產出相關報表/報告。
2.運用統計與Data-Driven思維，蒐整專案相關之各類型數據，並發想資料分析流程及應用方式。
3.資料庫維運。

工作技能
1. 一顆熱愛數據的心，並能團隊合作。
2. 熟悉R/Python任一種分析語言，能獨立完成探索式資料分析(EDA)。
3. 對資料視覺化有想法，具BI工具(Tableau等)操作經驗尤佳。
4. 理解關聯式資料庫之架構，能編寫基本SQL語法。
5. 理解ETL流程，能夠使用工具進行數據處理和轉換。
6. 具備迴歸分析、維度縮減、分類、分群、關聯性分析等資料探勘方法之概念。",不拘,Python、R,統計軟體操作、資料庫軟體應用,未填寫,https://www.104.com.tw/job/898sb?jobsource=index_s
(ID:389551) Quote Management and data analytics 歡迎身心障礙者與原住民,Mphasis Taiwan_澳大利亞商安復仕有限公司台灣分公司,採購主管、資料工程師、數據分析師,40000.0,台北市南港區,"HP is the world’s leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.

We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.

At HP, the future is yours to create!

HP seeking a SKU/AV Quote Management with strong data analytics skills focused on Validating Monthly Quote/cost files from suppliers, while implementing creative problem-solving solutions to balance huge volume of data validations and insights, the right candidate will work diligently to maintain quote accuracy and transform processes and tools in the Partner Business Management organization.

Years of experience needed –

3+ years of experience

Technical Skills:

· Validate Daily, initial, and final monthly quotes for 1 or multiple ODMS

· Validate and manage the complete lifecycle cost of various families

· Manage claims and cost expense request from key suppliers

· Analyze new and complex project-related problems to generate problem statements and create innovative solutions

· Design and develop tools to improve the daily operations of the organization

· Effectively and frequently communicates direction and guidance in a clear and concise manner to the team to ensure transparency and consistency across the team

· Interface and consults with all levels of personnel, including senior executives, on a regular basis to manage client expectations and establish rapport

· Proactively identify opportunities to mature the requirements management program and provide recommendations for process improvements based on lessons learned

· Research, compile and analyze information to develop/revise processes, procedures, presentations, lessons learned, and requirements documentation ensuring that final outputs meet standards for order, clarity, conciseness, style, and terminology

· Apply process improvement, reengineering methodologies, and internet-related methodologies and principles to conduct process modernization projects.

· Support data modeling, developing wireframes, development of modern business methods, identification of best practices, and creating and assessing performance measurements.

· Understands Requirements Management and requirements documentation (e.g., Business Requirements Documents (BRD), Functional Requirements Document

Experience in finance and cost management.

· Experience in developing solutions utilizing programming languages like e Java Script, jQuery, HTML, CSS, AHK, PowerShell, VBA, DAX, SQL Server, Power BI, Excel Solver, Power Query, Advanced SharePoint Workflows, PowerApps, Flow, Python

· Experience in Supply Chain, working on RFQs, Partner Management, and costing is a plus.

· Ability to effectively communicate with all levels of management and varying levels of understanding of programming.

Behavioral Skills:

· Very good communication skills

· Should be very interactive and top on deliverables being working from client environment.

· Ready to learn new tools and technology in related area.",不拘,VBA、Excel、jQuery、Data Modeling,不拘,未填寫,https://www.104.com.tw/job/8bmo6?jobsource=index_s
數據分析師,亨泰光學股份有限公司,資料工程師、數據分析師、統計精算人員,40000.0,台北市士林區承德路四段150號6樓 (距捷運劍潭站約200公尺),"1.資料探勘與分析
2.臨床數據統計分析、臨床實驗統計規劃
3.生物統計
4.具程式語言基礎(C++或Python)
5.具演算法概念","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '精通', 'Write': '中等'}]",不拘,不拘,未填寫,https://www.104.com.tw/job/7rk3q?jobsource=index_s
數據管理師 (DBA),雨林新零售股份有限公司,資料工程師、數據分析師、資料庫管理人員,40000.0,台北市松山區南京東路四段18號13樓 (距捷運台北小巨蛋站約180公尺),"我們正在尋找一位有數據資料表規劃有經驗的管理師，來負責管理和優化我們的數據資源。期待你對自己的數據管理和分析能力很有自信，並能夠在跨部門合作中推動數據驅動的決策。

【主要職責】
1. 建立和管理數據管道，確保數據從多種來源可靠地收集、轉換和存儲。
2. 因應業務需求支援各類型來源資料串接、資料處理，完善資料倉儲
3. 理解數據需求，並根據這些需求設計數據解決方案。
4. 負責資料庫或資料儲存層的設計與建置管理，以支援業務的數據需求。
5. 監控數據質量，進行數據清理和標準化處理，執行資料庫規劃及搬遷等工作。

【職務要求】
1. 精通數據庫管理系統，如MySQL、PostgreSQL、Oracle等。
2. 熟悉數據分析工具和語言，如SQL、Python、R。
3. 具備電子商務相關經驗尤佳。","[{'Language': '英文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",Python、MS SQL、MySQL、PostgreSQL、AWS、Tableau、Data Marts,不拘,"【個人技能與特質】
· 強大的問題解決能力，快速適應新技術和挑戰。
· 優秀的團隊合作和溝通技巧，能夠與不同領域的同事協同合作。
· 對數據品質和數據安全性的高度重視。
· 積極主動，樂於學習和不斷自我提升。",https://www.104.com.tw/job/8c16v?jobsource=index_s
資料庫管理員,財團法人都市發展與環境教育基金會,資料庫管理人員、軟體工程師、數據分析師,40000.0,台北市信義區,"1. 熟悉SQL語⾔：具備良好的SQL知識，包括基本的查詢、資料操作、聚合函數等等。
2. 資料庫管理：能夠設計、管理和維護關聯式資料庫，如MySQL、PostgreSQL、SQL Server等。
3. 資料庫設計：具備良好的資料庫設計能⼒，包括正規化、索引設計、性能優化等。
4. 數據處理與轉換：能夠進⾏數據處理、轉換和清洗，包括ETL流程的設計與實現。
5. 程式設計能⼒：具備⾄少⼀種程式語⾔的開發能⼒，如Python、Java、C#等，⽤於撰寫腳本或開發應⽤程式與資料庫交互。
6. 數據分析：具備基本的數據分析能⼒，能夠使⽤SQL進⾏數據分析、報表⽣成等。
7. 問題解決能⼒：良好的問題解決能⼒，能夠快速定位和解決資料庫相關的問題。
8. 溝通能⼒：良好的溝通能⼒，能夠與團隊成員、管理層溝通，理解需求並提供解決⽅案。
9. 專案管理：有專案管理經驗者優先，能夠獨立完成或參與⼤型項⽬的開發與部署。
10. 持續學習：擁有持續學習的精神，能夠跟上資料庫技術的發展，不斷提升⾃⾝技能。",不拘,不拘,資料庫系統管理維護、資料庫程式設計、資料庫軟體應用,未填寫,https://www.104.com.tw/job/8bzfu?jobsource=index_s
資料分析師,巴哈姆特電玩資訊站_旺普網路資訊股份有限公司,資料科學家、數據分析師、資料工程師,40000.0,台北市中山區復興北路420號15樓 (距捷運中山國中站約230公尺),"★ 主要任務
1. 配合公司產品開發，建構資料驅動的解決方案，並協調各單位實施專案
2. 積極從各種公有或私有資料來源，挖掘並提供有價值的觀點，並協助制定產品推動策略
3. 使用程式建置分析或預測模型作資料探勘，研究出數據中的模式、趨勢和關聯性，以作為產品開發的參考
4. 對新興資料科學技術和演算法的研究，探索新的方法和工具

★ 條件要求：
1. 主修統計學、機器學習、資料科學等相關科系
2. 具有扎實的統計學、機器學習、資料庫等方面的知識與技能
3. 具有良好的溝通能力，能夠將技術成果有效地傳達給非技術人員
4. 熟悉巴哈姆特，熱衷遊戲 / 動漫畫等次文化領域尤佳
5. 熟悉 Google Analytics 4 的資料收集與分析功能尤佳
6. 具備英文能力尤佳
7. 履歷中請詳細說明自身相關經驗 (學校專案、工作負責部分等經驗)",不拘,不拘,不拘,未填寫,https://www.104.com.tw/job/89hyn?jobsource=index_s
【ADB 數位行銷】資料分析師,ADBest_帆晴股份有限公司,數據分析師、資料科學家、資料工程師,45000.0,台北市大安區復興南路一段129號7樓 (距捷運忠孝復興站約150公尺),"【工作內容/技能專長】
1.熟悉網路行銷生態（各廣告渠道、論壇、媒體、KOL/網紅、短影音等）。

2.深入理解GA4及其分析功能，提出品牌優化方案，包括用戶行為分析、顧客轉換最佳路徑、挖掘熱銷潛力產品/組合、分析各渠道效益等。

3.精通Looker Studio，能夠建立自動化客製視覺化報告，包括關鍵績效指標(KPI)、各渠道詳細數據、行銷漏斗、RFM模型等。

4.瞭解Ahrefs、SimilarWeb等工具，進行深入的市場分析、競爭分析和產業研究，掌握品牌機遇、市場趨勢。

5.溝通/撰寫能力強，能夠產出清晰且具有說服力的市場調研報告，將分析結果轉化為實際的商業策略和建議。

6.能夠與跨部門團隊合作，清晰定義客戶品牌的當前需求，提供策略建議，並持續追蹤和優化成果。


【條件要求】
✓ 抗壓力、溝通協調力佳、EQ好、積極正向
✓ 善於溝通、良好的理解與溝通能力
✓ 反應力佳，處事靈活度高
✓ 心思細膩、時間管理能力佳
✓ 目標導向工作，具備自我成長導向與自我解決問題能力
✓ 注重團隊合作，一群人可以一起走得更遠
✓ 細心且負責的工作態度，把事情做對做好很重要
✓ 熟悉辦公軟體：Excel、Keynote/PowerPoint


【我們提供】
✓ 友善的工作環境和友好的團隊氛圍。
✓ 良好的職業發展機會，您可以在數位行銷領域不斷成長！
✓ 輔導考取Google、Facebook、LINE...等媒體專業認證，提升職場競爭力！


【加分項目】
1.具備Facebook認證、Google Ads認證、Google Analytics認證
2.具備Facebook企業平台授權、像素API埋設等相關專業知識

＊本職缺需自備筆電 (提供補貼金額，依年資：2~5K/年)


【About Us】
ADBest 為數位行銷公司，擁有各大領域經典案例 （如：民生消費用品類、餐飲類、食品類、美妝類、服飾類、3C商品類等）；更協助客戶打造質感品牌。（如：資生堂、SABON、SKII、專科、SIRO、饗食天堂、Panasonic等）

在這裡你可以自在與團隊夥伴一起合作，參與品牌規劃整體行銷策略，我們喜歡你挑戰新事物、喜歡你大膽提出創意，讓想法變成踏實的執行方案！

若對職缺有興趣，請寄送簡介、履歷，至service@adbest.com.tw、rogerhuang@adbest.com.tw（我們將會進一步與您聯繫！）


【公司工作環境】
上班時間：9:30AM~18:30PM（中間休息一小時）
地點：捷運『忠孝復興站』5號出口走路 2 分鐘（台北市大安區復興南路一段129號7樓）",不拘,Excel、PowerPoint、Tableau、Google Analytics、Google Tag Manager、SimilarWeb、Google Data Studio,專案溝通╱整合管理、品牌行銷管理、提案與簡報技巧、行銷策略擬定、模組化系統設計,未填寫,https://www.104.com.tw/job/893g3?jobsource=index_s
"商業分析師-東南亞金融科技發展（數數發中心, DDT）_I00014594",國泰金控_國泰金融控股股份有限公司,數據分析師、其他專案管理師、統計學研究員,40000.0,台北市信義區,"國泰金控在東南亞佈局首重對當地市場脈動的掌握，並以數據賦能推動當地數位基礎建設以優化營運流程，同時因地制宜打造具彈性與效率的數位金融服務。期許嚮往東南亞金融科技市場的你，一起加入具發展性的舞台！
我們在海外創建資訊樞紐與技術輸出總部，擁有完善且舒適工作環境，誠摯歡迎來自不同領域的專業人才加入我們，共同參與金融科技的數位轉型！海外業務發展相關資訊參考連結：
1. https://www.youtube.com/watch?v=OvGuyf2t_YE
2. https://biz.crast.net/cathay-insurance-vietnam-and-sawad-launch-one-stop-dual-finance-program/

(1) 分析業務情境與需求缺口，規劃與設計以「數據驅動」為核心之商業解決方案。
(2) 執行與推動數據專案，進行專案控管，包含：製作專案簡報、向上呈報、進度追蹤、風險控管及資源協調等事宜。
(3) 有效組織團隊合作完成專案任務，視專案範疇負責與數據分析師、資料科學家、數據工程師、業務專家，以及跨子公司或外部合作夥伴溝通協調專案事宜，促進利害關係人達成共識。
(4) 分析金控或子公司之數據資料，洞察商業問題，提出符合業務專業的顧問建議。

(1) Analyze business scenarios and identify requirement gaps, planning and designing data-driven business solutions.
(2) Execute and drive data projects, oversee project management tasks, including: creating project presentations, reporting to management, tracking progress, managing risks, and coordinating resources.
(3) Effectively organize team collaboration to complete project tasks, and depending on the project scope, communicate and coordinate project matters with data analysts, data scientists, data engineers, business experts, and external partners or subsidiaries to ensure stakeholder consensus.
(4) Analyze the data of financial holdings or subsidiaries, to gain insights into business issues, and put forth consulting recommendations that meet the business needs.","[{'Language': '英文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",Python、MS SQL、AWS,不拘,"(1) 具備保險或銀行業專業知識者
(2) 具數據專案企劃經驗
(3) 具 SQL 資料庫程式撰寫能力
(4) 具有資料視覺化、統計模型、機器學習演算法相關知識
(5) 個性主動積極、抗壓性高、溝通技巧佳、團隊配合度高、具邏輯思考及簡報能力
(6) 具 Python 程式分析能力尤佳
(7) 依實際職務需求及個人意願，可接受出差或派駐海外尤佳

(1) Experience in banking or insurance industries / professions
(2) Experience in data project planning.
(3) Familiar with SQL database programming.
(4) Familiar with data visualization, statistical modeling, and machine learning algorithms.
(5) Active personality, high stress resistance, good communication skills, team player, and possesses logical & critical thinking skills
(6) Familiar with Python programming and analysis is preferred.
(7) Based on actual job requirements and personal willingness, open to overseas assignments or business trips is preferred.",https://www.104.com.tw/job/87w7c?jobsource=index_s
