職缺標題,公司名稱,職務類別,工作待遇,上班地點,工作內容,語文條件,擅長工具要求,工作技能,其他條件,職缺網址
RD-後端工程師 Backend Engineer (工作地點: 台中) 線上面談,順立智慧股份有限公司,軟體工程師、Internet程式設計師、後端工程師,40000.0,台中市西區,"【公司簡介】
CYBERBIZ為新零售領域的知名品牌，提供品牌官網、智慧倉儲、智能 POS 的一站式服務，將零售業者必備三大核心功能整合為一的系統商。
CYBERBIZ自2014創辦以來至今已協助超過 30,000 個來自不同產業的品牌進行數位轉型，解決串聯虛實通路過程中遇到的痛點，創造更高的效益。
CYBERBIZ於2021年起進軍國際市場，從北美到日本再到東南亞，我們帶領品牌走向全世界。
我們提供更廣闊的職涯舞台，讓夥伴成為更好的自己！
歡迎對「電商」與「新零售」充滿熱情的夥伴加入，一起開創充滿無限想像的未來！

【職務內容】
身為 CYBERBIZ 後端工程師你需要參與：
1. 與團隊成員共同討論確認規格是否符合目標，以及制訂產品上線後需要追蹤的數據。
2. 設計、實做兼顧可讀性與可維護性的程式。
3. 在產品上線後持續維護及優化。
4. 產出技術文件，幫助其他同事快速上手。
5. 分享任何技術相關知識，與團隊夥伴一起成長。

【Must Have】
1. 熟悉至少一種以上的高階語言，並有後端相關開發經驗 (我們主要使用 Ruby 及框架 Ruby on Rails)。
2. 熟悉 Web Development 的相關技術，實作具有易懂好維護的 API。
3. 熟悉關聯式資料庫，及 SQL 語法。
4. 熟悉 Mac / Linux 系統與環境基本操作指令。
5. 熟悉 Git 操作及概念。

【Nice to Have】
1. 具有撰寫自動化測試經驗 (Unit Test, Acceptance Test)。
2. 曾使用過第三方的 Web Service API (例如 Facebook / Twitter)。
3. 熟悉 GCP / AWS 等公有雲服務。
4. 熟悉 javascript 與 HTML Form 表單處理，基本 CSS / Bootstrap 用法。
5. 有電子商務程式開發相關經驗 (如串接金流、物流、等第三方服務)。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"<其它技能>
1. 解決問題的能力，會上 Stackoverflow 找尋解答
2. 喜歡團隊合作與溝通
3. 處事積極正向的個性
4. 有網路服務開發經驗",https://www.104.com.tw/job/861xg?jobsource=index_s
PCG230093-開發_互動多媒體設計資深工程師(台中),寶成工業股份有限公司,多媒體動畫設計師、電玩程式設計師,48000.0,台中市西屯區,"一、互動多媒體設計一名
【職務必備條件】： 
1.精通C#編程語言，能夠有效地使用Unity進行開發。 
2.3年以上使用Unity引擎開發互動式應用程式經驗，包括但不限於遊戲、模擬、教育等領域。 
3.具有遊戲開發經驗，了解遊戲流程、物理引擎和遊戲設計原則。 
4.具與設計師有效溝通的能力，能夠將設計轉化為互動功能，將視覺效果和動畫元素融入Unity應用程式中。 
5.能進行代碼優化和效能測試，確保應用程式在不同平台上運行順暢。 
6.使用版本控制工具（如Git）進行代碼管理，與其他團隊成員協作。

【加分項目】：
1. 具有基本的3D建模和動畫知識，能夠與3D技術人員有效合作。 
2. 了解並具有其他遊戲/渲染引擎(如Unreal Engine/ Omniverse)的開發經驗。 
3. AR/VR/MR開發經驗，能將擴增實境或虛擬實境功能整合到跨平台應用程式中。
4.具有跨瀏覽器和跨平台開發經驗，能有在多個平台上開發和部署Unity應用程式。 
5.具有成功上架和維護過Android和iOS平台應用程式的經驗。 
6.具有互動相關的策展經驗，以設計出引人入勝且有趣的互動體驗。
7.能夠整合和使用數據庫，以支持應用程式的數據存儲和檢索。
【擅長工具】：程式開發: Unity、C#

二、美術技術工程師一名
【職務必備條件】：
1.Unity開發設計、測試與產品維護 
2.熟悉 Unity URP/HDRP 開發流程
3.熟悉 3D model(Maya,Max,Blender) 與 Unity 整合並效能優化 
3.具備在Unity中與開發人員共同完成美術視覺、UI、特效和動畫內容
4.具備良好的溝通及團隊合作能力 

【加分項目】：
1. AR & VR & MR開發經驗，能將擴增實境或虛擬實境功能整合到跨平台應用程式中
2. 了解並具有其他遊戲/渲染引擎(如Unreal Engine/Omniverse)的開發經驗
3. 具有跨瀏覽器和跨平台開發經驗，能有在多個平台上開發和部署Unity應用程式
4. 具有互動相關的策展經驗，以設計出引人入勝且有趣的互動體驗
【擅長工具】：開發工具: Unity、Maya/3D Max/Blender","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"【職務必備條件】： 
1.精通C#編程語言，能夠有效地使用Unity進行開發。
2.3年以上使用Unity引擎開發互動式應用程式經驗，包括但不限於遊戲、模擬、教育等領域。
3.具有遊戲開發經驗，了解遊戲流程、物理引擎和遊戲設計原則。
4.具與設計師有效溝通的能力，能夠將設計轉化為互動功能，將視覺效果和動畫元素融入Unity應用程式中。
5.能進行代碼優化和效能測試，確保應用程式在不同平台上運行順暢。
6.使用版本控制工具（如Git）進行代碼管理，與其他團隊成員協作。
 
【加分項目】： 
1.具有基本的3D建模和動畫知識，能夠與3D技術人員有效合作。
2.了解並具有其他遊戲引擎（如Unreal Engine）的開發經驗。
3.具備AR & VR開發經驗，能將擴增實境或虛擬實境功能整合到應用程式中。
4.具有跨瀏覽器和跨平台開發經驗，能有在多個平台上開發和部署Unity應用程式。
5.具有成功上架和維護過Android和iOS平台應用程式的經驗。
6.具有互動相關的策展經驗，以設計出引人入勝且有趣的互動體驗。
7.能夠整合和使用數據庫，以支持應用程式的數據存儲和檢索。
 
【擅長工具】：程式開發: Unity、C#",https://www.104.com.tw/job/86zxo?jobsource=index_s
前端工程師,紅信科技有限公司,前端工程師,40000.0,台中市北屯區崇德路二段256號13樓 (距捷運文心崇德站約300公尺),"1. 使用Vue/Flutter/react開發App、web等平台多端應用，可以自主進行App的效能調校。

2. 配合產品設計師實作UI/UX，製作出有美感且流暢的App。

3. 與後端工程師確認並介接API，串接數據、web socket等。

4. 依照專案規劃，共同討論並評估任務時程。

5. 根據產品需求完成需求分析、應用架構設計、模組設計、編碼、真機測試工作。

6. 產品開發與維護，配合團隊解決問題及線上版本更新。

7. 與開發團隊配合執行專案APP之開發、維護及後續優化。



職務需求
1. 至少1年(含)以上使用Vue/Flutter/react開發相關經驗。

2. 具備處理不同裝置特性、系統版本之相容性問題的經驗。

3. 熟悉至少一種原生App語言, Java, Kotlin, Swift, Objective-C。

4. 熟悉Flutter widget、cordova及UI實作。 

5. 熟悉Git版本控制及Git Flow。

6. 熟悉RESTful API串接及錯誤處理。



【工作內容】
1. 使用 Vue/Flutter/react 開發 Android、Web 等專案

2. 配合產品設計師實作 UI/UX，製作出有美感且流暢的 App

3. 與後端工程師確認並介接 API，串接數據、web socket 等

4. 工作項目展開並估計開發時程",不拘,不拘,不拘,"【加分條件】
1. 熟悉 Flutter 開發
2. 熟悉 UI component / widget lifecycle
3. 熟悉 RESTFul API 串接。
4. 熟悉基本 HTTP 協定/網路問題排解。
5. 具有第三方服務串接經驗。
6. 熟悉 Git Flow / Pull Request。
7. 熱愛分享及研究新技術，對自己及團隊程式碼要求高者佳。
8. 態度積極負責。",https://www.104.com.tw/job/87tbu?jobsource=index_s
專案計畫工程師(土壤與地下水)- 環境(台中),SGS _ 台灣檢驗科技股份有限公司,環境工程人員 / 工程師、其他專案管理師,40000.0,台中市西屯區工業41路2號(台中二),"*工作目標:
土壤及地下水污染整治十分複雜，污染範圍判斷需要科學資料佐證，專案計畫工程師主要為協調多元關係人，提供真實數據以及報告，協助建立整治方向，達成土地及地下水資源永續利用，改善生活環境，增進國民健康

*工作內容:
1.協助土壤及地下水污染調查與查證專案計畫執行
2.專案工作包含列管污染場址整治改善工程、政府機關環保計畫案及農地污染改善計畫等
3.專案計畫管理，包含客戶需求確認、人力安排、案件執行進度控管及協調實驗室對外事宜
4.土壤及地下水採樣調查規劃、數據分析及相關報告撰寫
5.配合執行主管及承辦交辦事項


更多關於SGS: https://youtu.be/BVGQd9pqVCo","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",ArcGis,專案成本╱品質╱風險管理、專案時間╱進度控管、專案規劃執行╱範圍管理、專案溝通╱整合管理、提案與簡報技巧,"1.邏輯清晰，具備溝通、細心、負責態度與報告撰寫及簡報製作之能力 
2.熟悉土壤與地下水相關法規並有相關工作經驗佳
3.擅長ArcGIS軟體操作佳 
4.具土壤污染評估人員證照佳
5.需為理/工/醫/農相關科系畢業，方符合申報資格",https://www.104.com.tw/job/7mfca?jobsource=index_s
前端軟體工程師,麒發科技有限公司,軟體工程師、前端工程師,40000.0,台中市北屯區文昌二街2巷11號8樓 (距捷運文心崇德站約490公尺),"1. 使用 ReactJS 開發高效且可重用的前端組件和應用程序。
2. 優化應用程序以實現最佳性能和用戶體驗。
3. 與後端工程師合作，整合 API 和其他外部數據源。
4. 根據產品需求和設計稿實現新的用戶界面和功能。
5. 積極在工作流程中探索和應用 ChatGPT，以提升開發效率和創新。
6. 參與代碼審查過程，保持高質量的代碼和團隊協作標準。
7. 保持對前端技術趨勢的關注，積極學習和應用新技術。",不拘,Node.js、ReactJS,軟體程式設計,未填寫,https://www.104.com.tw/job/8b0u9?jobsource=index_s
資深主機率工程師,博澭科技有限公司,軟體工程師、Internet程式設計師、統計精算人員,300000.0,台中市西屯區朝富路213號7樓B5,"我們是一家年輕有活力的遊戲公司，對於遊戲世界充滿熱情與創意。在我們這裡，每天都充滿著挑戰和機會，您將會參與到多樣而有趣的專案中、接觸不同的技術和工具，並通過與優秀的團隊合作來不斷突破、創造新的佳績.。

作為主機率工程師，你的工作職責將包括開發、維護和擴展我們的遊戲機率模型，保證遊戲的平穩運行；您需要有深厚的專業知識和技術能力，包括良好的編程習慣和敏銳且主動的問題解決能力，並持續的優化、改善遊戲運行。

我們的目標是打造出一個真正優秀的遊戲產品，並成為業界的佼佼者。我們相信，有您的加入，我們能夠更加輕鬆地實現這個目標。我們提供豐富的培訓和絕佳的發展機會，讓您可以與公司一同成長、互相學習；加入我們吧，一起創造精彩的遊戲世界！


✔️ 主要工作職責與職務內容:
1、開發遊戲數學模型與模擬程式。
2、參與遊戲機制設計討論。
3、遊戲體驗結合數據分析優化算法。
4、處理臨時線上問題。
5、分析遊戲數據並調整遊戲參數，優化、改善玩家體驗。
6、了解遊戲特色與規則，計算遊戲內的各種機率與數據。
7、線上遊戲數據分析與優化。
8、與其他相關部門溝通合作。",不拘,Git、C++、Java、Python、Spring、Go,系統架構規劃、軟體工程系統開發、軟體程式設計,"✔️ 希望您必須具備以下能力:
1、邏輯清晰、思維嚴謹。
2、熟悉加分(C++、Java、Python、Go皆可)。
3、具備良好的問題解決和溝通能力
4、具備良好的團隊合作精神和對工作的高度責任感
5、需要對專案完全負責。
6、需對驗證成果負責。

✔️ 加分條件:
1、有老虎機、捕魚或棋牌等遊戲開發經驗。
2、擅長機率計算/ 期望值 ，有下列機率計算經驗者（棋牌類產品、例如：老虎機、魚機...等）",https://www.104.com.tw/job/89wg1?jobsource=index_s
APP 開發實習生｜微程式資訊實習計畫(MP Internship Program，MPIP),微程式資訊股份有限公司,iOS工程師、Android工程師、軟體工程師,30000.0,台中市西屯區市政路402號7樓,"▍實習計畫簡介

你將會加入微程式資訊的產品開創者團隊，成為一位 MP Maker！
在資深 Mentor 們的引導下參與各式專案，學習完整產品開發流程所需的技能。同時，你也將遇到真正的客戶與使用者，看見產品真實存在的阻礙，與夥伴用創新創意與團隊力量解決問題，一起打造出改變世界的服務。如果你渴望新知識及技能，勇於接受改變及創新，那麼歡迎加入我們，一起踏上偉大旅程！

▍團隊使命
　
作為微程式資訊的 APP 開發工程師，你將成為我們團隊中的「產品開創者」，與夥伴攜手合作，完成現有專案規劃及未來新專案開發，打造出業界一流的手機應用程式。

▍實習期間

2024/07/01 起至 2024/12/31 止，每週至少四天以上可進公司，上午九點至下午六點。

▍實習內容
　
1. 使用 Flutter 開發 Android 與 iOS 手機應用程式，
2. 根據需求於現有 APP 之基礎上進行修改維護及開發新功能。
3. 與產品管理團隊、UIUX團隊共同討論產品需求和功能改進。

▍專業技能
　
■ 需有 iOS APP 或 Android APP 開發經驗。
■ 具備Flutter 框架、Dart 語言開發經驗。
■ 具備 Git 版本控制操作與觀念。
■ (加分) 使用過 Docker。

▍申請資格

1. 大學四年級以上(含碩士)在學學生。
2. 可配合為期半年以上的實習。

▍來這裡實習，你將會有

■ 1 on 1 Mentor：一位以上專屬導師帶領，給予及時的幫助與回饋。
■ Training Session：完整的新進、部門與專案教育訓練，並有機會與跨領域夥伴交流。
■ Monthly Workshop：實習生每月聚會，分享彼此實習所學的新知與技術。
■ Game Day：透過微程式各種體驗活動或競賽，更認識微程式文化與團隊夥伴。

▍我們希望你擁有的人格特質

1. 擁抱改變：樂於擁抱新知識、科技與趨勢，並熱衷應用於工作的優化與創新。
2. 擅於溝通：能清楚表達自我想法與需求，並樂於與不同領域的夥伴合作交流。
3. 主動積極：勇於接受挑戰，並能以正向積極的態度面對不同的商業模式與需求。

▍我們的優勢

微程式資訊創立於 1995 年，為台灣少數具有跨產業技術整合能力的 IoT 物聯網科技服務商。我們專注於電子支付、無線感測與雲端數據三大領域，透過使用者研究、軟硬技術垂直整合、終端感應裝置、行動APP、雲端服務平台到大數據分析的核心技術，協助交通、金融、製造、半導體、自行車等產業進行創新升級。同時，我們擁有：

■ 開放的企業文化：團隊年輕有活力，熱愛想法激盪、討論與付諸實現。
■ 開創性工作內容：創新、創意是我們的DNA，不斷追求產品更加卓越。
■ 夥伴的價值共創：我們深信 1+1>2，團隊夥伴並肩共創走的更快更遠。",不拘,Android、iOS、Git、Flutter、Dart,不拘,未填寫,https://www.104.com.tw/job/8bubq?jobsource=index_s
研發助理,明坤科技股份有限公司,助理工程師、測試人員、材料研發人員,35000.0,台中市大雅區科雅路38號2樓,"1.協助工程師塗佈等相關測試，產品測試驗證報告製作。
2.建立BOM表及研發管理程序製定。
3. 協助新材料的評估、測試、分析與選擇。
4. 協助新材料開發，並確認原料品質和可靠性的標準。
5. 負責產品驗證及異常分析。
6. 負執行專案測試工作。
7. 評估數據及書寫報告，確認與現有標準之間的差異。
8.負責完成主管交辦事項。","[{'Language': '英文', 'Listen': '中等', 'Speak': '略懂', 'Read': '略懂', 'Write': '中等'}]",Windows XP、Excel、Internet Explorer、Outlook、PowerPoint、Visio、Word、ISO 14000、ISO 9000,制訂新產品檢驗標準、原料及產品品質管制監控、產品驗證作業、供應商原物料異常分析處理、執行產品可靠度測試與問題分析,1..主動/積極/負責/抗壓性高/細心/反應快/善於溝通者佳。,https://www.104.com.tw/job/7cccu?jobsource=index_s
品保主管,元順利股份有限公司,品管／品保主管,40000.0,台中市潭子區中山路三段169號,"一、物品、設備、供應商、客戶服務等品質管理制度建立使物品、器材等品質符合標準，在專業人員指示下，對於進料、製程以及成品進行測驗、分析、試驗並記錄觀測值結果，排除儲存過程中可能帶來危害品質之物品 :
1. 熟悉品管七大手法/統計製程管制SPC/製程巡檢/抽樣檢驗作業 
2. 在工程師的監督下對於檢測到的問題進行處理 
3. IQC進料檢驗 
4. 改善品質製程、製程抽檢與各種檢驗設備維護以及保養 
5. 出貨成品進行檢驗以避免與規格不符 
6. 持續分析準確度與精密度之分析測試/分析儀器之校正與維護保養 
7. 各項實驗操作、替代料的驗證 
二、改善品質管理流程及所需表單資料規劃，如: 品質檢驗表、檢測數據記錄表等:
1. 品保人員工作職掌分配、品保系統作業標準化 
2. 負責掌管公司內部與品質控管相關業務之規劃、協調及指導等工作範疇之基層主管，包含系統控管、品質驗證等。 
3. 建立產品技術文件 (包含規格、材料表及說明書...等) 
三、規劃建立並維護ISO品質系統，並依據ISO規定檢測產品、服務流程以及處理相關認證作業
1. 了解有關ISO品質保證申請的相關流程
2. 搜集申請所需要的相關資料 
3. 向審核機關提出ISO品質保證的申請 
4. 審核時提供相關資料以供審核員審核 
5. 保存資料並且定期更新以備日後審核
6. 四、內部及供應商之稽核 
7. 熟悉且主導 ISO 9000 品質管理系統及各產品第三單位驗證作業 
8. 服務品質活動之推動，負責ISO9001品質管理體系認證專案 
9. 線上巡檢稽查作業 
10. 品質異常、負責MSA，MRB，CAR，NPDP系統之管理、負責內部系統稽核作業安排與教育訓練 
11. 品質系統教育訓練 
12. 供應商稽核、溝通、輔導與管理等 
13. 配合上級主管進行品質異常分析、執行各項檢驗及製程統計、分析與改善 
14. 配合RD需求新樣品之製作、新產品試作及品保標準的擬定與執行，設計變更與階段的驗證 
15. 負責CF成品外觀製品抽樣檢查 
16. 檢查、測試、或測量材料、產品、裝置，使之符合規格、檢驗量測儀器基本操作
17. 維持部門專案執行、人員管理與考核制度",不拘,Excel、PowerPoint、Visio、Word、ISO 9000、SPC、鼎新,制訂新產品檢驗標準、原料及產品品質管制監控、產品驗證作業、新產品與進出貨檢驗,"理工相關學系畢
有金屬加工業品質檢驗者尤佳
可操作管制系統SPC
熟悉品質管理手法與運用(例如：APQP、PPAP、FMEA、SPC、MSA、& 6 Sigma)
具責任心與積極學習心態
清晰思路/抗壓性高且可與團隊有效溝通
需配合加班",https://www.104.com.tw/job/6y3sk?jobsource=index_s
軟體 QA 工程師 IoT SQA Engineer,網聯科技股份有限公司,軟韌體測試工程師、軟體工程師、其他資訊專業人員,40000.0,台中市大雅區雅潭路四段837號4樓,"我們正在尋找一位專業的軟體 QA 工程師，以加強我們團隊在提升產品可靠性與穩定性方面的核心能力。在這個關鍵的角色中，你將是確保我們的智慧物聯網解決方案和產品能在工業環境下保持最高性能的領航者。你需要有一顆以客戶為中心的心，能夠深入理解並重視客戶的反饋，並以此為基礎，追求更好的使用者產品體驗。我們相信，只有通過嚴格的品質控管和對客戶需求的深刻洞察，我們才能在市場中脫穎而出，提供真正讓客戶安心的智慧解決方案。

工作職責：

* 自動化腳本與測試框架：負責撰寫和維護自動化測試腳本，使用測試框架進行軟硬體的自動化測試。

* 測試流程與報告：設計測試計畫，管理測試流程，並提供全面的測試報告，包括功能測試、整合測試、回歸測試以及問題追蹤。


* API測試：運用API測試工具如Postman進行測試，確保系統整合間數據交互的準確性。

* 測試環境管理：設置和維護測試環境，包括硬體 (感測器、邊緣運算設備、工具機設備）配置和軟體平台，以支持所需的測試活動。

* Bug 診斷與管理：從客戶反饋中診斷問題，進行“撿傷”，並管理bug。負責對報告的問題進行優先級排序，確保團隊能夠優先解決最關鍵的問題，以提高產品質量和客戶滿意度。

* 技術文件撰寫：撰寫測試報告與文件，記錄測試結果和發現，幫助團隊理解並改進。


技能需求：

* 自動化測試工具與框架：熟悉任一自動化測試工具或框架，如 Selenium、Appium、JUnit、TestNG等...

* RDBMS操作經驗：理解資料庫如PostgreSQL的操作，能夠進行數據操作和性能優化。

* Mobile App 操作知識：熟練操作Android和iOS系統，了解移動應用在不同設備和系統版本間的兼容性問題。

* 前後端及應用程序(APP)系統互動：深刻理解前後端及APP之間的系統互動行為，能夠識別和測試整體流程。

* 基本電力系統知識：了解基本的電力系統，特別是在工業物聯網領域的應用。

* 工業通訊協定：對工業互聯網通訊協定有實際了解，如ModBus、NB-IoT、MQTT等，能夠測試控制器和感測器的整合與通訊。",不拘,不拘,產品驗證作業、客戶服務品保程序規劃、規劃並執行品質管理系統,"關於你：

* 有良好的問題解決能力，能夠在面對問題和異常時進行有效的排除和控管。
* 對產品開發流程有深入的理解，並有實際的產品 (物聯網類產品尤佳) 測試經驗。
* 有優秀的溝通能力和協調能力，能夠有效地與不同的團隊和部門進行協作。

KPI 考核標準：

* 缺陷發現與解決速度：追蹤從缺陷發現到解決的平均時間，以及測試階段發現的重大缺陷數量，目標是減少缺陷解決所需時間，並在早期測試階段識別出大部分重要缺陷。
* 測試周期時間：監控完成一輪完整測試所需的時間，包括準備、執行和報告階段。目標是在不犧牲測試質量的前提下，逐步縮短測試周期，提高測試效率。
* 團隊績效: 透過團隊達成目標的比例、員工滿意度調查或360度回饋來評估",https://www.104.com.tw/job/8at94?jobsource=index_s
【擴廠徵才】品保部 | QC工程師(碳纖維車架),永湖複合材料股份有限公司,品管／品保工程師,40000.0,台中市豐原區榮春街310號,"【工作內容】 
1. 針對車架結構或車架塗裝，執行量產技轉(Pilot Run) 或新產品開發(NPI)的品質工程任務，包含數據收集、檢驗規格評估、建立品質管理計畫、驗證生產線品質等.
2. 針對生產線上的異常問題，將QC七大手法應用在品質改善，包括原因分析、責任判定、報告彙整．
3. 依據異常分析結果，將改善對策去優化廠內的品質系統和檢驗規範。
4. 了解終端客戶的結構規格特點，協助客戶到廠的實物審核、數據資料檢討．
5. 了解客戶的外觀要求，偕同客戶做出貨外觀稽核，或者到組裝廠處理客訴問題．
6. 日班或夜班 (無須輪班, 固定班別)


【工作經驗】 
1. 具碳纖維複合材料的開發或品保經驗，或
2. 具自行車零部件的製造或品保經驗，或
3. 具新產品開發(DQE)或技轉(PQE)工程師經驗．


【其他條件】
(1)有製造業經驗者佳
(2)可配合調度廠區
(3)可爬樓梯、依工作區域配戴防護具

★如有需要安排面試將會主動聯繫，未聯繫者之履歷將轉入人才庫中。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",ISO 9000、TS16949、IATF16949,產品驗證作業、執行產品可靠度測試與問題分析、規劃並執行品質管理系統,2024career,https://www.104.com.tw/job/83hwa?jobsource=index_s
數據庫工程師,平安專業顧問社,資料庫管理人員、MIS程式設計師、系統分析師,62500.0,台中市南屯區,"1. 具備資料庫相關系統的維護經驗，有網路科技公司經驗者優先。
2. 對MySQL、Redis體系結構和底層運行原理有深刻理解。
3. 精通資料庫數據安全、性能優化、SQL優化、數據遷移、容災策略、水平擴展等。
4. 有Redis、TiDB、Kafka、Elasticsearch等的經驗：
5. 熟悉數據傳輸工具，如Otter、Canal等。
6. 掌握Shell/Go/Python中的一種或幾種語言。",不拘,不拘,資料庫系統管理維護、資料庫軟體應用、資料庫程式設計、系統架構規劃,"1. 相關大學或以上學歷
2. 2年以上資料庫管理經驗
3. 熟悉Oracle、MS-SQL等資料庫系統
4. 熟Unix/Linux環境操作
5. 具備良好溝通能力",https://www.104.com.tw/job/8c8ms?jobsource=index_s
研發助理工程師【儲備幹部】,好加企業股份有限公司,助理工程師、儲備幹部、材料研發人員,36500.0,台中市太平區光興路1778巷18號,"★歡迎新鮮人應屆畢業生
★環境溫馨友善
★歡迎無經驗可
★細心、工作積極、抗壓性及學習意願高者尤佳

作為公司的一名助理工程師，您將有機會參與產品設計開發、生產技術改善等方面的工作，進一步提升您的技能和專業知識。此職位是公司發展的重要環節，也是您個人發展的重要機遇。
如果您符合以上要求並對此職位感興趣，請盡快投遞您的履歷表，期待與您的合作

1. 協助產品開發工程師進行產品設計開發和樣品試作；
2. 參與產品從開發到量產的過程，協助技術轉移；
3. 負責機構材料的測試與選用。
4. 協助生產部門進行生產技術改善和製程改善專案執行；
5. 配合品管部門處理製程品質異常。
6. 實驗數據記錄彙整及相關文件製作。
7. 跨部門溝通
8. 主管交辦事項

https://www.youtube.com/watch?v=VxjYgg7Sq8o
(以上網址為公司的產品介紹，可點進去觀看，了解公司)



☆★福利制度★☆

◆獎金類：全勤獎金/年節獎金/員工生日禮金/年終獎金
◆保險類：員工團保
◆餐飲類：誤餐費/伙食津貼
◆交通類：員工停車位或停車補助
◆娛樂類：國內旅遊/員工聚餐
◆補助類：員工結婚補助/員工及眷屬喪葬補助
◆其他類：需穿著員工制服/員工免費體檢、廠護定期追蹤員工健康狀況",不拘,Excel、PowerPoint、Word,不拘,"1.化學相關科系優先。
2.應屆畢業生、社會新鮮人歡迎。
3.積極主動，樂於學習，具備良好的溝通能力與團隊合作精神。
4.熟悉電腦操作及文書處理。",https://www.104.com.tw/job/877pe?jobsource=index_s
(研發類)生化技術員-MMS,華廣生技股份有限公司,實驗化驗人員,30500.0,台中市南區大慶街二段100號 (距捷運大慶站約270公尺),"1. 協助工程師執行相關實驗內容。
2. 實驗數據整理、分析及報告產出。
3. 產品檢測方法開發與驗證
4. 主管交辦事項。",不拘,Excel、Outlook、PowerPoint、Word,不拘,"此職務應具備之能力：
1. 需具有良好溝通協調能力。
2. 具數據統整、文書處理作業能力(Excel、Word、Power Point)。",https://www.104.com.tw/job/7de8j?jobsource=index_s
軟體驗證助理工程師,翊捷科技股份有限公司,軟體助理工程師,32000.0,台中市大雅區中山三路106號,"1.負責產品功能的軟體規劃規格撰寫。
2.負責產品功能的測試工作。
2.協助工程師軟體測試驗証並須持續追蹤。
3.找出軟體問題並協助進行Bug的重現操作流程。
4.協助建立測試環境，準備測試數據，協助工程師釐清問題等作業。
5. 其他主管交辦事項

能力需求：
1.需有耐心且細心謹慎。
2.需邏輯思考能力強且具溝通表達的能力。
3.責任心且積極主動。",不拘,不拘,不拘,未填寫,https://www.104.com.tw/job/83h4o?jobsource=index_s
全端工程師,偉旺科技有限公司,全端工程師、後端工程師、Internet程式設計師,35000.0,台中市清水區菁埔路157巷20弄20號,"1. 設計並開發前端和後端技術
2. 負責整合前後端技術，為用戶提供良好的體驗
3. 協調團隊並與其他部門合作，以完成專案目標
4. 參與產品設計和專案規劃，提供專業意見
5. 解決技術問題和除錯
6. 持續學習和掌握新技術

全端工程師在現今科技發展越來越快的時代中，扮演著至關重要的角色。他們負責開發、設計及整合前端與後端的技術，並協調團隊達成專案目標。這個職位未來的發展前景非常廣闊，尤其是隨著人工智慧和大數據的發展，應用場景將更加多元化，因此此職位的需求也會持續增加。
如果你對這個職位充滿熱情，並符合以上要求，歡迎加入我們的團隊！",不拘,不拘,軟體工程系統開發、軟體程式設計、資料庫程式設計,未填寫,https://www.104.com.tw/job/8b1zt?jobsource=index_s
土木品管工程師,正祥營造有限公司,品管／品保工程師,55000.0,台中市潭子區（依照公司規定分派）,"1.具公共工程相關經驗，並有品管工程師執照之人員 。
2.依照品管標準進行施工品質監督 ，並符合設計規格及工料標準。
3.品質計劃執行、電腦文書處理 。
4.品質管理自主檢查表填寫及缺失改善檢討及追踨完成缺失記錄。 
5.製作品管相關文件及表單與文件記錄管理。 
6.施工規範與施工圖進行工程檢討與審查。
7.分項施工計畫材料送審、送審文件管理。 
8.各項工程進度品質要求報告文書建立。 
9.施工查核所需之相關品管資料製作。
10.自主檢查表之檢查項目。
11.控管施工與材料進場品質。
12.向上級回報工程相關問題及數據。",不拘,Excel、Word、AutoCAD,工程管理-品質管理,未填寫,https://www.104.com.tw/job/79z5d?jobsource=index_s
【擴編徵才】SEO工程師-Python,聯訊網路有限公司,軟體工程師、其他資訊專業人員、網站行銷企劃,56500.0,台中市西區台灣大道二段309號,"**有遊戲相關經驗者更佳**
▲需有 python 自動化經驗-selenium
▲對競爭公司網站法進行分析，開拓網站的外部鏈接與資源搜集
▲負責網站SEO搜尋引擎的排名優化並分析
▲評估網站的關鍵詞、設定關鍵字策略，提升關鍵詞的搜尋排名與網站流量
▲保持並逐步提升網站在搜尋引擎的權重和流量
▲分析產業用戶熱搜詞，對網站內容、內鏈、結構等進行整體排名優化，並提出網站改善與優化方案
▲定期報告網站流量分析、數據報告，並提出具體建議
▲其他主管交辦事項
▲對自我有要求，不任意擺爛，有良好的操守品行。
▲上班時間彈性，工資可談。
▲薪資結構單純、依照工作能力及飽和度皆可詳談。
▲本公司另有中高階Java工程師職缺，歡迎投遞。",不拘,不拘,不拘,"【必要條件】
▲熟悉並能利用多種SEO推廣手段及工具軟件
如:Google Analytics, Semrush和Ahrefs等
▲需有SEO優化相關經驗。

【加分條件】
▲具備站外鏈接的管理與維護經驗，執行過國外市場及掌握用戶習性。
▲有製作SEO相關腳本經驗者。
▲勇於學習新事務、責任感、自主管理能力。
▲具網路SEO專業能力，或者能開發應用程式小工具技能者優先錄取",https://www.104.com.tw/job/82w0y?jobsource=index_s
