職缺標題,公司名稱,職務類別,工作待遇,上班地點,工作內容,語文條件,擅長工具要求,工作技能,其他條件,職缺網址
硬體助理工程師,卡訊電子股份有限公司,助理工程師、硬體研發工程師、電子工程師,33000,高雄市前鎮區新衙路288-5號6樓之1,"1.協助工程師製作樣品
2.收集測試數據及圖檔
3.協助工程師製作技術文件及Pre-BOM
4.協助工程師執行各項電器特性驗證
5.協助更換零件焊接作業
6.測試設備操作與維護
7.其他主管交辦事項。
8.ERP操作，查詢料件、BOM，開立部門使用的表單",不拘,不拘,不拘,"電子電機工程相關科系者，
無經驗可、未來可培訓為硬體研發工程師
具備以下能力，尤佳
1.熟悉烙鐵零件焊接
2.熟悉三用電表, 示波器等測試儀器操作
3.熟悉基礎電路,電子學原理",https://www.104.com.tw/job/826hk?jobsource=index_s
高雄軟體園區-前端工程師,鴻佰科技股份有限公司,軟體工程師、Internet程式設計師,40000,高雄市前鎮區成功二路25號,"我們是一個專注在提供資料分析解決方案、顧問服務及平台開發的團隊，成員組成主要包含統計、資料探勘、機器學習、資料庫、數據分析網站平台開發、資料視覺化等背景。我們徵求有高度企圖心的軟體開發工程師來共同打造世界一流之產品，發揮資料科學的商業影響力

Responsibilities:
‧ 網頁平台介面開發
‧ 網頁平台API 開發
‧ 分析資料整合與串接 ","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"Qualifications:
‧ 熟悉HTML、Javascript、CSS/CSS3等前端技術
‧ 具備RWD開發經驗
‧ 熟悉Rest API運作與開發
‧ (Plus)了解SQL 基本操作語法
‧ (Plus)具備UI/UX相關知識
‧ (Plus)了解一種網頁前端主流之MVC架構與框架
‧ (Plus)了解一種網頁平台後端框架
‧ (Plus)了解網站自動化部署
‧ (Plus)了解 Python、 R 語言",https://www.104.com.tw/job/7lg2j?jobsource=index_s
MC - QA Lab Technician 實驗室技術員 固定夜班 (做二休二),美商英特格有限公司台灣分公司,品管／檢驗人員、品管／品保工程師、實驗化驗人員,40000,高雄市路竹區民治路111號,"工作內容 - 

•      ICP, GC, LC, FTIR, NVR,等相關儀器操作。
• 按照標準操作程序操作化學儀器進行樣品分析測試。
• 準備分析用標準品、試劑混合物或測試過程中使用的化學品。
• 在化學工程師的協助下審查和報告數據。
• 對儀器進行日常檢查並對測試設備進行基本故障排除。
• 按照公司制定的安全程序清除廢棄物。
• 及時適當地處理客戶請求。","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"• 有實驗室及ISO 9000 經驗者尤佳。
• 一年以上化學分析工作經驗，或具有化學或化工等相關學科的應屆畢業生。
• 注重細節、細心，良好的溝通和團隊合作能力。",https://www.104.com.tw/job/7v08z?jobsource=index_s
環境工程師(水管網技術部-自來水規劃設計)_PN_高雄,美商傑明工程顧問股份有限公司台灣分公司,環境工程人員 / 工程師,40000,高雄市三民區九如二路597號12樓之1,"【職務說明】
我們正在尋找環境工程師，與專案團隊密切合作，共同創造屬於我們的里程碑!

1.執行計畫涵蓋自來水相關規劃、設計、工程督導。
2.內業工作包含審查會議資料撰寫、簡報製作、工作進度彙報、數據分析等。
3.外業工作包含現場督導、查核、訪談、工作彙報等。

【部門簡介】
上下水道及管網---讓水送到該去的地方。
我們提供自來水管網和雨水/污水下水道系統之規劃、設計、監造、水理/水質模擬分析、無收益水(Nonrevenue Water)控制、促參與統包履約管理等服務。服務對象包含中央機關、地方政府、PPP投資公司、水務集團、科學/工業園區與國營企業等，於台灣、中國大陸、香港、馬來西亞、越南等擁有豐富遍及全球的執行經驗。我們的優勢在於：具備評估污水下道系統中流量異常(Wet Weather Flow)之能力，能整合水網工程及資產，為客戶研擬完善的因應對策與改善方案。台灣業界最具經驗，進行中大型自來水管線風險評估與管理，長度已累積超過2,100公里；雨水下水道系統涵蓋台北、新竹、彰化及高雄，累積集水區面積超過13,000公頃。此外，對回收水(Reclaimed Water)及灰水(Grey Water)管網系統之規劃、設計與工程等，亦口碑卓著。我們的團隊提供上下水管網各個面向技術服務與支持，協助客戶貼近組織營運目標，達成長期收益。

服務項目

雨水及污水下水道規劃、設計與工程監造
雨水與污水下水道水理模擬與分析
自來水管網規劃、設計與工程監造
自來水管網小區(DMA)規劃、中大管徑管線狀況評估
自來水管網水力分析與模擬、無收益水(NRW)防治
再生水管線與截流工程規劃、設計
統包與促參(BOT)工程履約管理
管網系統現地調查、狀況評估、修繕、汰換及GIS建置","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Excel、PowerPoint、Project、Word、AutoCAD、GIS,不拘,"2022YBKCGPLAN
1. 具自來水管網(或雨(污)水下水道)之規劃、設計、工程經驗佳。
2. 具獨立思考能力、良好溝通能力、 邏輯清晰、 勇於接受挑戰、 對新觀念或領域能迅速掌握。
3. 擅團隊合作、能配合專案團隊工作模式，協調工作界面，主動提供協助予其他團隊成員。",https://www.104.com.tw/job/6rneo?jobsource=index_s
先導工場工程師(常日班)【擴編，熱烈招募中】,東聯化學股份有限公司,化工化學工程師、生產技術／製程工程師,40000,高雄市林園區(依照公司規定分派),"因應新廠人力所需，OUCC計畫從【先導工場工程師】人選招募，
自化工製程、設備、安衛等各項基礎逐步訓練起，紮實培訓出未來的中堅人才，
邀請對化工製程有熱情的您，共同加入OUCC的行列！

＊提供免費交通車(高雄市區4線、屏東地區1線)，及加班下班計程車資補貼，通勤交通免煩惱。

＊職務內容：
1.配合研發技術轉移、試產、取樣分析、製程穩定控制、測試數據蒐集與安全測試生產。
2.技術轉移過程之優化、放大改善建議與操作參數蒐集調整優化。
3.配合管理要求之日常檢點、5S執行與新製程產品SOP建立。
4.配合專案管理、監工、試車與測試工作。

＊需求條件：
1. 具國內外理工系所(化工系尤佳)之學/碩士學位(不含肄業)，及中等以上英文能力(若非本國人選，中文需達可商業溝通程度)。
2.能配合測試過程中之輪班安排(非常態)，能獨立思考作業者。
3.有意於化工產業長期發展。

（此為正職職缺，申請實習或研發替代役者請勿應徵）
（有意應徵者請於104投遞履歷，初審通過後將盡快安排面談，並請勿重複投遞履歷，若有關說行為者概不錄用）","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,未填寫,https://www.104.com.tw/job/7yoih?jobsource=index_s
【GenApe生成猿】Web後端工程師 Back-End Engineer（Python）,玩構網路科技有限公司,軟體工程師、演算法工程師、Internet程式設計師,47500,高雄市楠梓區,"關於玩構 https://www.iwangoweb.com/about/
GenApe生成猿 https://app.genape.ai/?tag=104

**亞灣雲平台微軟新創加速器 113年入選團隊**
新聞稿 https://news.microsoft.com/zh-tw/ms-startups/

【工作內容】
1. 以Python 技術為主的 Web 服務的技術選型、架構設計
2. 開發產品後台及 API
3. 負責後端 API 的設計、程式撰寫、測試修改，實現產品應用
4. 分析需求，設計和開發功能
5. 了解產品，優化產品，提高穩定性和用戶體驗
6. 與視覺設計師、與前端工程師合作，開發與維護系統應用

【工作要求】
1. 一年以上相關工作經驗
2. 熟悉 Git、GitHub 版本控制系統
3. 熟悉 Python 3 
4. 用過Django、Flask 或 Fast API等Framework 其中之一
5. 了解 HTTP request 並有後端 API 開發經驗
6. 了解公有雲平台其中之一

【加分條件】
1. 喜歡將產品從0打造至100
2. 熱情、喜歡學習新事物、新挑戰

【基本福利】
1、符合勞健保。
2、週休二日，見紅就休，不補班。
3、假勤比照勞基法

【公司福利】
1、符合勞健保，假勤優於勞基法
2、見紅就休，服務滿一年有彈休
3、外縣市租屋補貼最高6個月
4、不定期聚餐、下午茶
5、辦公室備有零食櫃、茶包、冰箱、電鍋
6、優於同業調薪幅度、子公司配股認股

來玩構可接觸各領域、學習最新技術
若您對人工智慧、雲端大數據有興趣及熱情
歡迎您的加入，我們一起成長！","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Linux、Github、Git、Java、PHP、Python、MySQL,不拘,1.若有作品集或作品網址請附上,https://www.104.com.tw/job/81gfm?jobsource=index_s
創育共享辦公空間 / 數位行銷企劃專員 Marketing Executive,道騰有限公司,行銷企劃、廣告文案／企劃、市場調查／市場分析,39000,高雄市新興區民權一路251號21樓 (距捷運信義國小站約420公尺),"•規劃與執行品牌行銷計畫，品牌核心維護策略。具備網路媒體廣告投放、再行銷操作及優化經驗
•根據品牌定位，主導品牌經營及行銷活動規劃，拓展品牌知名度。
•社群經營、口碑行銷、SEO優化、媒體合作等數位行銷規劃與執行。 
•專案數位行銷規畫與執行、活動導流、線上線下行銷活動策畫。
•消費者活動規劃操作與溝通計畫
•品牌形象維護，官網輔助工具操作與分析電商會員行為與數據，參與建議與優化。
•客戶關係經營：行銷電子報（EDM）製作、行銷與客戶服務表單製作
•網路與社群行銷企劃與執行，並對其交易及活動成效作事後分析檢討與改善。
•各部門溝通、協助與參與其他行銷活動的簡報提案及統籌準備。
•跨部門活動支援

▲最少 2 年以上的 UI 設計、有實際產品上線之經驗
▲熟悉 Illustrator 、Photoshop、Figma 等設計工具
▲具備獨立執行專案之能力，且能與 PM、工程師進行協作溝通
▲具備團隊溝通能力，勇於提出個人觀點、勇於嘗試，不吝於與團隊共同激盪想法","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '中等', 'Write': '中等'}]",Adobe Acrobat、Excel、Internet Explorer、Outlook、PowerPoint、Word、3ds Max、Adobe Photoshop、Illustrator,行銷製作物規劃與執行、異業合作規劃與執行、提案與簡報技巧、網站企劃能力、行銷策略擬定、品牌知名度推廣、社群媒體經營管理、業務或通路開發、多媒體企劃設計,熟悉illustrator 、photoshop 系統,https://www.104.com.tw/job/54trt?jobsource=index_s
【智慧製造發展中心】AI 開發顧問 (高雄),台灣恩悌悌數據股份有限公司,AI工程師、演算法工程師、軟體工程師,40000,高雄市鼓山區明誠三路685號," 1. 深入研究大型語言模型（LLM），整合企業產品的應用方法，以解決特定領域和任務的挑戰。 
2. 利用現有工具或結合不同套件，開發公司產品所需的AI功能。 
3. 持續追蹤最新的AI相關技術，評估其在實際應用中的可行性。 
4. 與顧問及工程師密切合作，參與數據處理、模型訓練和模型部署的工作，強化產品AI能力。",不拘,C#、Python,不拘,"1. 精通 Python 編程
2. 熟悉 PyTorch, Tensorflow 等框架
3. 理解AI、Machine Learning、Deep Learning等相關知識與技術
4. 擁有相關AI專案開發經驗
5. 熟悉C#語言尤佳
6. 具有邏輯思維能力，熱愛團隊合作，並富有責任感，對新技術和工具保持好奇心，樂於學習和適應",https://www.104.com.tw/job/87t8z?jobsource=index_s
【數位技術】AI演算法部署/智慧系統全端開發工程師-高雄辦公室-R08,友達光電股份有限公司,AI工程師、演算法工程師、雲端工程師,40000,高雄市前鎮區林森四路189號8樓,"高雄解決方案研發中心新增智慧應用團隊，目前除原有團隊外，我們尚有以下二種職務：

A. AI演算法部署工程師

【工作內容】
1. 開發和實現演算法開發工程師的模型應用方案
2. 實踐演算法技術應用於智慧零售/智慧製造/智慧移動等場域中。
3. 協助將底層演算法技術轉化為可應用的程式碼和軟體應用，並進行模組化、自動化和流程化。
4. 建立並維護可靠的MLOps pipeline，用於演算法模型的部署、維護和測試。
5. 與智慧應用部門合作，包括演算法開發工程師/研究員、軟體開發團隊，協同解決問題並實現項目目標。

【工作條件】
1. 至少3年以上資料科學、機器學習、統計建模等相關領域的工作經驗
2. 有良好的Python程式撰寫能力，熟悉深度學習相關工具，例如Pytorch。
3. 熟練使用PyTorch，並具備相關模型部署經驗
4. 熟悉MLOps pipeline的設計和實施，以及熟悉CI/CD和自動化測試等相關流程和工具。
5. 具有良好的問題解決能力和分析能力，能夠在壓力下快速優化算法性能和解決問題
6. 具有良好的溝通能力和團隊合作精神，能夠與不同專業背景和職能的團隊成員合作，協同完成項目目標

B. 智慧系統全端開發工程師

【工作內容】
1. 負責產品原型介面與網頁開發，並針對使用情境討論
2. 負責產品原型的系統後端開發使用情境與後續系統架構討論
3. 開發和管理後端伺服器，使用Java、Python或Node.js與框架，構建穩定、高效和可擴展的後端系統
4. 設計和實現API和服務端程式，用於前後端的數據交互和相關功能的實現。
5. 進行前後端程式的整合測試，確保系統的正常運行，並解決可能出現的錯誤和問題。
6. 具備解決問題的能力，能夠識別問題並提出解決方案。 

【工作條件】
1. 熟悉Vue 3、Typescript、JavaScript、RDBMS/SQL、Python
2. 具有良好的程式設計和問題解決能力
3. 面對挑戰能定義問題、解決問題","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}, {'Language': '中文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",不拘,不拘, ,https://www.104.com.tw/job/8coee?jobsource=index_s
高雄軟體園區-前端工程師,鴻海精密工業股份有限公司,軟體工程師、Internet程式設計師,40000,高雄市前鎮區成功二路25號,"我們是一個專注在提供資料分析解決方案、顧問服務及平台開發的團隊，成員組成主要包含統計、資料探勘、機器學習、資料庫、數據分析網站平台開發、資料視覺化等背景。我們徵求有高度企圖心的軟體開發工程師來共同打造世界一流之產品，發揮資料科學的商業影響力

Responsibilities:
 • 網頁平台介面開發
 • 網頁平台API 開發
 • 分析資料整合與串接","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"Qualifications:
• 熟悉HTML、Javascript、CSS/CSS3等前端技術
• 具備RWD開發經驗
• 熟悉Rest API運作與開發
• (Plus)了解SQL 基本操作語法
• (Plus)具備UI/UX相關知識
• (Plus)了解一種網頁前端主流之MVC架構與框架
• (Plus)了解一種網頁平台後端框架
• (Plus)了解網站自動化部署
• (Plus)了解 Python、 R  語言",https://www.104.com.tw/job/6qrx9?jobsource=index_s
【數位技術】演算法開發工程師-高雄辦公室-R08,友達光電股份有限公司,演算法工程師,40000,高雄市前鎮區林森四路189號8樓,"我們正在尋找一位具備演算法研究與開發能力的工程師夥伴加入我們!
友達在軟體解決方案研發中心，除了場域解決方案，更要擴大將人工智慧演算法成為解決方案的選項之一!
若您也希望可以待在家鄉發展，歡迎應徵與我們聯繫!
作為演算法開發工程師，你將負責設計和開發機器學習或深度學模型，進行數據分析、可視化，以及訓練、調整和優化算法及部署模型等工作。此外，你還將有機會參與學術研究，探索新的算法和技術，並創造新的應用與解決方案。

【工作內容】
1. 根據業務需求，設計和開發機器學習或深度學習模型，並確保模型的高效率和精確性。
2. 進行數據分析、可視化和處理，以獲取有價值的洞察並支持業務決策。
3. 負責模型的訓練、調整和優化，以提高模型的性能和預測能力。
4. 協助部署模型到各場域產品中，監控和維護模型的運行狀態。
5. 參與學術研究和技術探索，尋找並創造新的算法和技術，以解決實際問題。
6. 撰寫論文並提交到相關期刊，以分享研究成果和貢獻。

【工作條件】
1.具備有3-5年的資料科學、機器學習、統計建模等相關領域的工作經驗。
2.有良好的Python程式撰寫能力，熟悉深度學習相關工具，例如Pytorch。
3.具備解決問題的能力，能夠識別問題並提出解決方案。
4.具備研究新方法的能力，有AI相關論文發表經驗。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}, {'Language': '中文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",不拘,不拘, ,https://www.104.com.tw/job/8b7ld?jobsource=index_s
Foreign Product/ Customer/ Quality Assurance Engineer& Production Administrator外籍產品/客戶/品保工程師&生產管理師,華泰電子股份有限公司,生產技術／製程工程師、工業工程師／生產線規劃、品管／品保工程師,40000,高雄市楠梓區中三街9號(811),"Welcome candidates with engineering related bachelor above degree!
歡迎取得工程相關科系學士學位以上的應徵者加入華泰
Electronics/Electrical/Mechanical/Computer Science& Information/Industrial Engineering 
科系包含電子/電機/機械/資工/工業工程
With Chinese or English communication ability. 
須具備中文或英文溝通能力
Please provide your level of Chinese communication ability. 
請提供你的中文溝通能力程度
Work experience is a plus!
具相關工作經驗者佳!

Candidates’ position will be allocated based on the background and experience after resume reviewing.
職位將參考學經歷安排
Salary will be depended on your qualification and experience.
薪水將依據能力與經驗核敘

【Product Engineer 產品工程師】
-Leading new product technology transfer.主導新產品技轉導入
-Customer communication (engineering related), document maintenance.客戶溝通(工程相關)、文件維護
-Product anomaly handling, cross-departmental communication, analysis, improvement and integration.產品異常處理、跨部門溝通、分析、改善整合
-Production Process Optimization for Increased Efficiency生產流程優化，效率提升

【Customer Engineer 客戶工程師】
-Handling customer affairs, including responding questions, demand negotiation, project follow-up and execution, etc 處理應對客戶事務，包含回覆客戶問題、需求協商、專案跟進與執行等
-Track customer product development progress and process technology 掌握客戶產品開發進度與製程技術
-Data statistics and analysis, problem handling 數據統計分析與問題處理
-Participate in customer meetings and do report 參與客戶會議及製作報告

【Quality Assurance Engineer 品保工程師】
-Manage quality, yield and quality meeting 管理客戶品質良率，及品質會議
-Handling quality abnormalities 負責廠內外品質異常處理
-Prepare various quality reports, formulate, revise and train quality-related specifications 製作各項品質報表報告，品質相關規格制定、變更與教育訓練
-Customer routine inspection, complaint handling, investigate and turn in 
improve reports 客戶例行巡檢，客訴處理、調查並出具改善報告
-Project execution and tracking 配合專案項目執行與追蹤

【Production Administrator 生產管理師】
-Reasonable analysis and suggestions for work progress作業進度合理性分析及建議
-Planning and arrangement of production line machines and manpower生產線機台與人力的規劃與安排
-Analyze and discuss the causes of abnormal events and give suggestions and improvement plan異常事件根源分析研討，並提出建議及改善措施
-Product and equipment operation adjustments產品、設備作業調整","[{'Language': '英文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",不拘,不拘,未填寫,https://www.104.com.tw/job/8c2dk?jobsource=index_s
後端工程師 遠端作業,宇宙十三號有限公司,軟體工程師、後端工程師,52500,高雄市三民區,"我們希望你有的特質: 
1.持續探索專業領域最新技術，樂於研究與實踐。 
2.想挑戰自我的能力，願意嘗試在快節奏的線上團隊工作。 
3.溝通能力佳，喜歡團隊合作更勝一人球隊。 

工作內容： 
-程式開發與維護： 
1.參與專案型或公司內部產品開發和維護。 
2.協助設計和實現高效、可擴展和穩定的後端服務。 
-資料庫管理： 
1.管理和優化資料庫查詢，確保數據的一致性和完整性。 
2.參與資料庫的設計和規劃。 
-技術文件撰寫： 
1.編撰技術文檔，包括但不限於 API 文件、系統架構等。 
2.確保代碼的可讀性和維護性。 

-團隊協作： 
1.與PM、前端工程師和設計師密切合作，確保功能的順利實現。 
2.持續對規劃、討論、開發、驗證的協作流程提出建議。 
技能與工具 
1.後端相關開發框架(php, Node.js.) 
2.熟悉資料庫知識（MySQL、PostgreSQL MS Sql.） 
3.熟悉Linux、/ VM / AWS Docker/Docker Compose 環境佈屬 
4.具Git 版本控管經驗 
5.熟悉 RESTful API 設計和開發。 

必要條件： 
1.擁有2年以上實務經驗，具備獨立執行、系統分析和軟體設計能力。 
2.具有良好的溝通能力和團隊配合能力，co-work with PM / designers，了解團隊優先順序並進行軟體程式開發。 
加分條件： Python PHP 
如果有 github account 或是作品，請與履歷一併提供參考，謝謝 Interview process 
1. 收到履歷後, 會轉給相關的技術同事評估 
2. 如果有興趣, 會email 發初步的問題詢問 
3. 約面試, 面試前可能會有一些小功課需要先準備 
4. 面試後評估是否合適, 如果有發面試邀請, 不管適合或是不適合, 都會盡快以 email 聯繫你

聯繫方式
沈先生
0932 046 388
LIINE
austin668899
MAIL
austin668899@gmail.com",不拘,Git、PHP、MySQL、HTML、JavaScript、CSS、Node.js,軟體程式設計,未填寫,https://www.104.com.tw/job/88oif?jobsource=index_s
【GenApe生成猿】AI工具軟體｜產品經理、產品管理師（SAAS Product Manager）,玩構網路科技有限公司,產品管理師、軟體專案管理師、數據分析師,53500,高雄市楠梓區,"關於玩構 https://www.iwangoweb.com/about/
GenApe生成猿 https://app.genape.ai/?tag=104

**亞灣雲平台微軟新創加速器 113年入選團隊**
新聞稿 https://news.microsoft.com/zh-tw/ms-startups/

【工作內容】
主要負責Web APP產品管理、設計，和導入專案管理及規劃
協同企劃 / UI / 前端 / 後端，團隊合作開發AI應用產品

產品規劃
- 統整與釐清使用者需求，轉換為實際系統開發規格及任務
- 了解最新AI生成/AI偵測的發展趨勢，將其應用、轉換為產品藍圖
- 分析國內外競爭環境及競品規格，提供業務及開發規劃參考

【工作要求】
1. 1年以上產品管理 或 1年以上專案管理 或 1年以上 Web開發經驗
2. 優秀的溝通語言轉換能力，有直接面對工程師或業務、客戶的經驗
3. 喜愛新創公司極為快速的工作步調，超強抗壓性
4. 善於解讀數字，用數據做決策使用經驗
5. 具問題分析能力，能從眾多數據或訊息中，看出癥結點及使用者需求

【公司福利】
1、符合勞健保，假勤優於勞基法
2、見紅就休，服務滿一年有彈休
3、外縣市租屋補貼最高6個月
4、不定期聚餐、下午茶
5、辦公室備有零食櫃、茶包、冰箱、電鍋
6、優於同業調薪幅度、子公司配股認股

來玩構可接觸各領域、學習最新技術
若您對網路趨勢、人工智慧有興趣及熱情
歡迎您的加入，我們一起成長！","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,若有作品集或作品網址請附上,https://www.104.com.tw/job/7wg4d?jobsource=index_s
(004)【高雄軟體研發中心專區】- 資料科學家,鴻海精密工業股份有限公司,軟體工程師、演算法工程師、其他資訊專業人員,40000,高雄市前鎮區高軟,"1. 設計、實施和改進高級統計建模/機器學習/深度學習/數值模擬/優化算法模型（至少其中一個領域）
2. 確保建模計劃與主要利益相關者和公司目標定義的需求目標保持一致，並確定模型改進的新假設
3. 執行大數據分析和預測分析項目，包括特徵工程、模型構建、算法開發等
4. 與數據系統分析師、業務數據分析師、數據工程師、數據平台架構師等團隊緊密合作
5. 維護與優化上線產品的功能","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"1. 具備4年以上機器學習，統計建模，深度學習（自然語言/圖像），優化算法（OR），數值模擬...等中任何一種的經驗，行業實際應用的模型/算法構建，熟悉區塊鏈(Blockchain)或Web 3尤佳 
2. 熟悉 Python 或 R 或 Java 等編程語言 （具有良好的 Python 編程技能者優先）
3. 執行探索性數據分析的高級能力和統計工作知識
4. 能夠以最有效的方式可視化給定任務的數據，尤其是可視化模型和結果以及調試和排除代碼和模型故障
5. 熱衷於從數據中發現許多見解，對處理複雜數據充滿熱情和耐心
6. 可配合公司執行專案外地出差",https://www.104.com.tw/job/81e3u?jobsource=index_s
自動化測試工程師 Automation Testing / QA,資旅軟體開發有限公司,測試人員、軟韌體測試工程師、軟體工程師,40000,高雄市前金區中正四路211號16號樓之一 (距捷運市議會站約150公尺),"我們正在尋找一位經驗豐富的自動化測試工程師加入我們的團隊。在這個角色中,您將負責設計、開發和維護高品質的自動化測試腳本,以確保我們的前端網頁和 API 的穩定性和可靠性。

# 主要職責:

1. 撰寫高效、可維護和可擴展的自動化腳本,使用 端對端 e2e 工具Cypress Puppeteer Playwright Selenium等框架對前端網頁進行單元測試、集成測試和端到端測試。
2. 設計和實施自動化測試策略,涵蓋各種測試類型,包括功能測試、單元測試 Jest 、性能測試和負載測試。
3. 利用工具如 JMeter 進行 API 和系統的壓力測試,確保應用程式在高負載情況下仍能正常運行。
4. 分析測試結果,識別和調試失敗的測試用例,並與開發人員緊密合作解決問題。
5. 持續優化和擴展自動化測試套件,提高測試效率和覆蓋率。
6. 維護和更新測試文件、測試數據和測試環境。
7. 與跨職能團隊合作,確保測試策略與產品需求和發佈週期保持一致。


# 所需技能和經驗:

1. 3 年以上的自動化測試經驗,熟練使用Cypress Puppeteer Playwright Selenium等前端測試框架。
2. 熟悉 前端測試工具 Jest  技術。
3. 具備 API 測試和後端測試經驗,
4. 使用 JMeter 進行壓力測試。
5. 熟悉敏捷開發實踐和持續集成/持續交付(CI/CD)流程。
6. 出色的分析和問題解決能力,能夠快速診斷和修復測試故障。良好的溝通與團隊合作技巧。
7. 熱愛學習新技術,願意持續提昇自我。

如果您對這個角色感興趣,歡迎發送您的簡歷和作品集給我們。我們期待有您加入我們的團隊!",不拘,Node.js,軟體工程系統開發、軟體程式設計,未填寫,https://www.104.com.tw/job/8a7fd?jobsource=index_s
產發中心/研發專案專員(產品規劃_3C產品的工業設計),藏識科技有限公司,產品設計師、電子產品系統工程師、工業設計,46000,高雄市鼓山區文信路262號6樓 (距捷運巨蛋站約500公尺),"工作內容主要為協助主管對於公司研發相關軟體產品(如GIS、無人機、地面控制站、ATAK、虛實整合體感遊戲內容XR、智慧裝置硬體等)研發功能需求彙整及定義(Road Map)及時程規劃、研發紀錄撰寫及與研發人員溝通並協助確認可行性等相關事宜，如
1.協助主管與研發人員溝通，完成研發計畫、研發時程排定及紀錄之撰寫
2.協助主管確認研發進度
3.研發過程中的各種數據整理
4.協助產品雛型驗證
5.配合出差處理外地技術問題排除
6.簡報及產品DM等文件撰寫
等主管交辦之相關任務。

需要具有科學術養、喜歡發想玩創意或3C產品、喜歡研究新東西、學習力強、有豐富物理相關知識的人加入。
※若您是一位對於學習新知有慾望的人，喜歡摸東摸西3C產品, 安裝下載來玩,並喜歡學習知識人格特質。

工作技能 : 
1.喜歡學習新知及嘗試創新科技研發。(喜歡創意發想)
2.喜歡上網學習, 蒐集資訊, 能有邏輯彙整資料。(文件能力)
2.做事有條理、文筆好。(企劃能力)
3.基礎科學知識良好，具科學術養，學習能力強。(系統規劃能力)
4.熟3C產品的工業設計,懂與機構及電路設計工程師溝通","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '中等', 'Write': '中等'}]",SolidWorks,不拘,有駕照並真的會開車,https://www.104.com.tw/job/7y5r7?jobsource=index_s
研發類--(高雄)先進薄膜模組技術發展工程師,華邦電子股份有限公司,半導體工程師,40000,高雄市路竹區,"【邀請您將104履歷同步上傳至華邦官方網站，將使您的履歷優先被主管看見】
請至華邦官方網站投遞個人履歷表，此職缺履歷登錄網址
https://reurl.cc/Xq0eYj

作為華邦的(高雄)先進薄膜模組技術發展工程師，你將於產品製程研發階段，接觸公司最先進的製程技術，工作內容包含：
1.先進製程DRAM開發
2.製程調整與數據分析
3.良率提升","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Windows 7、Excel、Outlook、PowerPoint、Word,不拘,"1. 具備DRAM/ Logic開發經驗尤佳
2. 具備薄膜相關製程經驗尤佳
3. 具備 JMP/DOE 相關分析資料技能尤佳",https://www.104.com.tw/job/89yck?jobsource=index_s
